ascore,category,description,ein,tot_exp,admin_exp_p,fund_eff,fund_exp_p,program_exp_p,fscore,leader,leader_comp,leader_comp_p,motto,name,tot_rev,state,subcategory,size,program_exp,fund_exp,admin_exp,predicted_score
100,Human Services,"YMCA of the Rockies puts Christian principles into practice through programs, staff and facilities in an environment that builds healthy spirit, mind and body for all. We will accomplish this by serving conferences of a religious, educational, or recreational nature; providing unifying experiences for families; offering traditional summer camping experiences for boys and girls; and serving our staff with leadership opportunities and productive work experiences. Our core values are: caring, honesty, respect, responsibility and faith. YMCA of the Rockies owns and operates two year-round conference and family centers: Estes Park Center, near Estes Park, Colorado, adjacent to Rocky Mountain National Park, and Snow Mountain Ranch, near Winter Park, Colorado. We also have Camp Chief Ouray, a traditional summer residential youth camp.",84-0404913,35505449,0.158,0.13,0.016,0.824,87.7,Julie Watkins,237507.0,0.0066,"We build strong kids, strong families, strong communities",YMCA of the Rockies,37284972,CO,Multipurpose Human Service Organizations,big,29256489.98,568087.184,5609860.942,91.28050680780565
100,Human Services,"To put Christian principles into practice through programs that build a healthy spirit, mind and body for all.",84-0404266,27030879,0.147,0.05,0.017,0.835,97.06,Boyd Williams,256458.0,0.0094,"We are for youth development, healthy living, and social responsibility.",YMCA of the Pikes Peak Region,29369776,CO,Multipurpose Human Service Organizations,big,22570783.97,459524.943,3973539.213,97.92013217203215
93,Human Services,"The YMCA of the Fox Cities seeks to put Christian principles into practice by promoting youth, adult and family activities that build a healthy spirit, mind and body for all. During 2007 we provided licensed child care and educational programs for kids ages 6 weeks through 12 years. We provided swimming and sports instruction, values training and recreational activities in a wholesome environment to all skill levels for youth and adults. In addition, we provided therapeutic and rehabilitative programming to arthritic, cardiac, disabled and other special needs population. Our special population programs and workshops, targeting teens, older adults and families are designed to provide training in basic life skills such as leadership, coping, nutrition and decision making.",39-0806191,24652066,0.148,0.05,0.009,0.841,93.88,William Breider III,260305.0,0.0105,"We build strong kids, strong families, strong communities",YMCA of the Fox Cities,24133691,WI,Multipurpose Human Service Organizations,big,20732387.51,221868.594,3648505.768,93.39016348785219
93,Human Services,"The mission of the YMCA of South Palm Beach County is to put Christian principles into practice through programs that build a healthy spirit, mind and body for all. The YMCA is the nation's leading nonprofit for strengthening communities through programs and services that nurture and enrich the lives of our youth, promote healthy living and embed the ideals of social responsibility.",59-1416281,11575137,0.091,0.09,0.025,0.883,89.84,Jason Hagensick,232536.0,0.02,"For youth development, for healthy living, for social responsibility",YMCA of South Palm Beach County,11774159,FL,Multipurpose Human Service Organizations,mid,10220845.97,289378.425,1053337.467,91.21644320000577
85,Human Services,"The mission of the YMCA of Sioux Falls is to serve all people and to help them reach their God-given potential through the development of the spirit, mind and body. We believe the values and skills learned early on are vital building blocks for life. Because of the Y, more young people in neighborhoods around the nation are taking a greater interest in learning and making smarter life choices. At the Y, children and teens learn values and positive behaviors, and can explore their unique talents and interests, helping them realize their potential. That makes for confident kids today and contributing and engaged adults tomorrow.",46-0225021,3745240,0.292,0.06,0.02,0.686,64.52,Eric Tucker,111565.0,0.0297,Bringing about meaningful change in individuals and communities,YMCA of Sioux Falls,3619842,SD,Multipurpose Human Service Organizations,mid,2569234.64,74904.8,1093610.08,72.6423401173051
89,Human Services,"The YMCA of San Francisco builds strong kids, strong families and strong communities by enriching the lives of all people in spirit, mind and body. We stand for youth development, social responsibility and healthy living.",94-0997140,86038853,0.083,0.07,0.03,0.886,89.25,Charles Collins,419636.0,0.0048,"We build strong kids, strong families, strong communities",YMCA of San Francisco,86933350,CA,Multipurpose Human Service Organizations,big,76230423.76,2581165.59,7141224.799,89.0877749341242
92,Human Services,"The YMCA of San Diego County is dedicated to improving the quality of human life and to helping all people realize their fullest potential as children of God through the development of the spirit, mind, and body.",95-2039198,179969000,0.07,0.03,0.013,0.915,95.92,Baron Herdelin-Doherty,594215.0,0.0033,"For Youth Development, Healthy Living and Social Responsibility",YMCA of San Diego County,183112000,CA,Multipurpose Human Service Organizations,big,164671635.0,2339597.0,12597830.0,93.61174493068388
100,Human Services,"Our mission is to put Christian principals into practice through programs that build healthy spirit, mind and body for all.",95-1644055,41178500,0.151,0.11,0.011,0.836,89.02,Jeff McBride,480631.0,0.0116,One Y. One Goal. One Community.,YMCA of Orange County,42038006,CA,Multipurpose Human Service Organizations,big,34425226.0,452963.5,6217953.5,92.2181097494512
97,Human Services,"Founded in 1970, the YMCA of Northwest Florida's mission is to put Christian principles into practice through programs that build healthy spirit, mind and body for all. The YMCA of Northwest Florida serves Escambia and Santa Rosa counties creating opportunities for men, women and children of all ages and backgrounds to come together to learn, grow and thrive. As the leading nonprofit committed to strengthening our community through youth development, healthy living and social responsibility, we welcome a diverse membership that includes all ages, genders, races, religions, abilities and incomes.",59-0624465,2908841,0.159,0.05,0.057,0.783,85.58,Michael Bodenhausen,128670.0,0.0442,Strengthening the foundations of our community,YMCA of Northwest Florida,3938300,FL,Multipurpose Human Service Organizations,small,2277622.503,165803.937,462505.719,89.5508593093174
100,Human Services,"Our mission: A worldwide charitable fellowship united by a common loyalty to Jesus Christ for the purpose of helping people grow in spirit, mind and body. For more than 140 years, the YMCA of Middle Tennessee has been giving people of all ages the tools they need to learn, grow and thrive. With 15 centers and hundreds of program locations, the YMCA reaches 268,000 people--nearly a third of them children--in Middle Tennessee-by nurturing the potential of children and teens, improving the community's health and well-being and providing opportunities to serve others and support our neighbors.",62-0476243,81859823,0.116,0.19,0.021,0.861,80.67,Dan Dummermuth,416704.0,0.005,"Dedicated to strengthening community through youth development, healthy living & social responsibility",YMCA of Middle Tennessee,81467373,TN,Multipurpose Human Service Organizations,big,70481307.6,1719056.283,9495739.468,86.27124420597397
